ARPT_ID,ARPT_NAME,CITY,STATE_NAME,predicted_score,cert_importance_score,is_military_relevant,LAT_DECIMAL,LONG_DECIMAL
ME6,WALES,WALES,MAINE,62.200205851893784,0.0,0,44.17452777,-70.01894444
9PN7,VEIT,WYSOX,PENNSYLVANIA,62.19834051875433,0.0,0,41.81813027,-76.41271722
1FL0,LONDONO'S LANDING,AUBURNDALE,FLORIDA,62.19398604432074,0.0,0,28.10362777,-81.80591111
IN30,HULL,PATOKA,INDIANA,62.19277486889816,0.0,0,38.40245833,-87.59918472
9OI5,TRANSPORTATION RESEARCH CENTER OF OHIO,EAST LIBERTY,OHIO,62.19271593949771,0.0,0,40.3081125,-83.5417325
FL77,CALUSA RANCH,MILES CITY,FLORIDA,62.18985297935993,0.0,0,26.05453555,-81.06784777
8K0,BUCKLIN,BUCKLIN,KANSAS,62.178956150453246,0.0,0,37.54569444,-99.64216666
NJ19,DEBORAH HEART & LUNG CENTER,BROWNS MILLS,NEW JERSEY,62.1777056711509,0.0,0,39.97872555,-74.58404416
8NJ2,CARNEGIE CENTER,PRINCETON,NEW JERSEY,62.177700867860004,0.0,0,40.32205194,-74.64793555
2N7,LITTLE FERRY,LITTLE FERRY,NEW JERSEY,62.177475922378726,0.0,0,40.85009972,-74.03291777
PA39,PENN PRESBYTERIAN MEDICAL CENTER - NORTH,PHILADELPHIA,PENNSYLVANIA,62.172836482027584,0.0,0,39.95916666,-75.19777777
MO40,SALEM MEML HOSPITAL,SALEM,MISSOURI,62.17219983169035,0.0,0,37.6599,-91.57059722
PN78,600 GRANT STREET ROOFTOP,PITTSBURGH,PENNSYLVANIA,62.17158980143516,0.0,0,40.44201333,-79.99533083
PN26,ST CLAIR HOSPITAL,PITTSBURGH,PENNSYLVANIA,62.170639811022696,0.0,0,40.378425,-80.06536388
46PA,UPMC ST MARGARET,PITTSBURGH,PENNSYLVANIA,62.170639811022696,0.0,0,40.48861944,-79.89538333
1PN5,LEHIGH VALLEY HEALTH NETWORK KUTZTOWN,KUTZTOWN,PENNSYLVANIA,62.170639811022696,0.0,0,40.51166666,-75.78888888
PS57,MOUNT NITTANY MEDICAL CENTER,STATE COLLEGE,PENNSYLVANIA,62.170639811022696,0.0,0,40.81937777,-77.84297222
5PA5,MONONGAHELA VALLEY HOSPITAL,MONONGAHELA,PENNSYLVANIA,62.170639811022696,0.0,0,40.18218805,-79.909905
6PN0,UPMC EAST,MONROEVILLE,PENNSYLVANIA,62.170639811022696,0.0,0,40.437275,-79.76068333
3PA7,NASON MEDICAL CENTER LLC,ROARING SPRING,PENNSYLVANIA,62.170639811022696,0.0,0,40.33966388,-78.38990833
2IA0,GENESIS MEDICAL CENTER EAST CAMPUS,DAVENPORT,IOWA,62.1691079492823,0.0,0,41.54175833,-90.55670833
OR43,HOOD RIVER FIRE DEPT,HOOD RIVER,OREGON,62.16824148659172,0.0,0,45.70270277,-121.52959166
AR44,FLYING W,TEXARKANA,ARKANSAS,62.16716460555707,0.0,0,33.51262361,-94.01352166
2VA6,NIMCOCK,SALUDA,VIRGINIA,62.16384319298585,0.0,0,37.62375166,-76.601065
AL87,DALE MEDICAL CENTER,OZARK,ALABAMA,62.16330866763784,0.0,0,31.45091666,-85.63223055
0IA4,SHARAR FLD,MEDIAPOLIS,IOWA,62.16209509610641,0.0,0,41.02784444,-91.06347361
2MI5,SOMERVILLE,ADA,MICHIGAN,62.159367492659186,0.0,0,42.94169638,-85.48641138
9AA1,ELK RANCH,PALMER,ALASKA,62.15199165025426,0.0,0,61.68203055,-149.29073611
D76,ROBERT/BOB/CURTIS MEML,NOORVIK,ALASKA,62.148860585626714,0.0,0,66.81752777,-161.02225
79OR,CRUSE MEML,REEDSPORT,OREGON,62.148682062157455,0.0,0,43.69411944,-124.13683888
KYU,KOYUKUK,KOYUKUK,ALASKA,62.14852974406788,0.0,0,64.87580555,-157.73044444
KAL,KALTAG,KALTAG,ALASKA,62.14852974406788,0.0,0,64.31898,-158.74130583
FA45,LAKE WALES,LAKE WALES,FLORIDA,62.14848799831217,0.0,0,27.91635833,-81.54898333
70KY,VINE GROVE,VINE GROVE,KENTUCKY,62.146506974391464,0.0,0,37.81590055,-85.96468527
GA37,MEML HOSPITAL,SAVANNAH,GEORGIA,62.13999002576444,0.0,0,32.02893055,-81.08853055
GA32,CANDLER COUNTY HOSPITAL,METTER,GEORGIA,62.13999002576444,0.0,0,32.40752777,-82.06514444
76NC,DUNROAMIN FARMS,ENFIELD,NORTH CAROLINA,62.13000536006531,0.0,0,36.15987583,-77.62469638
NC11,DECK AIRPARK,APEX,NORTH CAROLINA,62.13000536006531,0.0,0,35.74153972,-78.92473083
NC10,NOCARVA,MACON,NORTH CAROLINA,62.13000536006531,0.0,0,36.54181305,-78.05804833
0L6,WINN PARISH MEDICAL CENTER,WINNFIELD,LOUISIANA,62.129811446887295,0.0,0,31.92321888,-92.64570444
CA02,ADVENTIST HEALTH HOWARD MEML,WILLITS,CALIFORNIA,62.12692028223943,0.0,0,39.3891268,-123.33929361
0ND0,GILBERTSON FLD,FLORA,NORTH DAKOTA,62.124334808050286,0.0,0,47.92917138,-99.40040972
3MS3,ROOT HOG,FLORA,MISSISSIPPI,62.1182644555538,0.0,0,32.51586111,-90.35116666
16DE,A I  DUPONT CHILDREN'S HOSPITAL,WILMINGTON,DELAWARE,62.11201726154356,0.0,0,39.78090555,-75.55576666
66IN,OAKES FLD,CHARLOTTESVILLE,INDIANA,62.111183352121756,0.0,0,39.7875,-85.63694444
IN56,CARROLL'S AIRPARK,MUNCIE,INDIANA,62.10607233332076,0.0,0,40.12694444,-85.43194444
WY59,TWO BAR RANCH,WHEATLAND,WYOMING,62.104639459739246,0.0,0,41.93302638,-105.08497555
16OI,TRUMP,GREENVILLE,OHIO,62.103410732111,0.0,0,40.12527777,-84.5825
0G5,GRAND MARAIS/COOK COUNTY,GRAND MARAIS,MINNESOTA,62.10319584358728,0.0,0,47.82283333,-90.40730555
MY46,HAY SHAKERS,NICOLLET,MINNESOTA,62.1015791062141,0.0,0,44.27916666,-94.21333333
35FA,RIMES LAKECREST,CROSS CREEK,FLORIDA,62.099317501517795,0.0,0,29.46794166,-82.15876111
UT50,CEDAR CITY HOSPITAL,CEDAR CITY,UTAH,62.089888358032724,0.0,0,37.70026111,-113.06753611
UT40,SEVIER VALLEY HOSPITAL,RICHFIELD,UTAH,62.089888358032724,0.0,0,38.78324444,-112.08287222
UT57,KNOLLS SCENE LANDING LOCATION,KNOLLS,UTAH,62.089888358032724,0.0,0,40.725075,-113.25874722
UT48,DELTA COMMUNITY HOSPITAL,DELTA,UTAH,62.089888358032724,0.0,0,39.349575,-112.56061388
39WA,TAILSKID RANCH,TUM TUM,WASHINGTON,62.086276869820665,0.0,0,47.85194444,-117.78194444
2OH1,MAGRUDER MEML,PORT CLINTON,OHIO,62.085603210286976,0.0,0,41.50604722,-82.93063055
UT19,SALT LAKE RGNL MEDICAL CENTER,SALT LAKE CITY,UTAH,62.085363199160895,0.0,0,40.76751111,-111.86181944
17OI,HAAS,BAINBRIDGE,OHIO,62.082363586730374,0.0,0,39.22673222,-83.31768972
9OH7,LUTZ,FINDLAY,OHIO,62.082363586730374,0.0,0,40.96172055,-83.5952075
1OH1,S AND S FLD,QUINCY,OHIO,62.082363586730374,0.0,0,40.30144027,-83.97604944
38I,COOK,URBANA,OHIO,62.082363586730374,0.0,0,40.09116805,-83.68936944
WS64,SCHIFFMANN,ST GERMAIN,WISCONSIN,62.082245550827885,0.0,0,45.88814722,-89.53291944
E66,MAPLE GROVE,FOWLERVILLE,MICHIGAN,62.08002103133238,0.0,0,42.71708333,-84.06194444
MI10,HOERNERS CORNERS,DEWITT,MICHIGAN,62.08002103133238,0.0,0,42.86588888,-84.70539861
53KT,LIBERTY-CASEY COUNTY,LIBERTY,KENTUCKY,62.0789483792479,0.0,0,37.30855555,-85.05911111
CN26,RODGERS FLAT,BELDEN,CALIFORNIA,62.073700591815935,0.0,0,39.96208333,-121.27747222
4AL6,BONNER FLD,SUMMERDALE,ALABAMA,62.07059848282867,0.0,0,30.4668625,-87.68331972
GA04,MALLARDS LANDING,LOCUST GROVE,GEORGIA,62.06911249201249,0.0,0,33.36567027,-84.16519638
0GE0,PINEWOOD,DOUGLASVILLE,GEORGIA,62.06911249201249,0.0,0,33.78205111,-84.80077083
95MI,EVAD ENTERPRISES LLC,LUTHER,MICHIGAN,62.0685415744274,0.0,0,44.08702583,-85.73074152
UT92,UBMC VERNAL HELIPAD 1,VERNAL,UTAH,62.06805468809993,0.0,0,40.46211388,-109.540625
2OR2,PIONEER MEML HOSPITAL,PRINEVILLE,OREGON,62.05933617860239,0.0,0,44.31060277,-120.844775
OR33,CENTRAL CASCADES FIRE AND EMS,CRESCENT LAKE,OREGON,62.05933617860239,0.0,0,43.52679444,-121.94790833
22NK,ALSTAR NORTH,DUNKIRK,NEW YORK,62.05344752559916,0.0,0,42.47645555,-79.3241
61J,PORTLAND DOWNTOWN,PORTLAND,OREGON,62.04971534260232,0.0,0,45.52527777,-122.67092888
4C7,ACKLEY MUNI,ACKLEY,IOWA,62.04704526781224,0.0,0,42.54744444,-93.03341666
MU44,TEXAS COUNTY MEML HOSPITAL,HOUSTON,MISSOURI,62.04510834724095,0.0,0,37.31671944,-91.961
1CD4,EAGLE SOARING,STEAM BOAT SPRINGS,COLORADO,62.03744166678944,0.0,0,40.50933333,-106.94302777
4CA5,CHILDRENS HOSPITAL OF ORANGE COUNTY,ORANGE,CALIFORNIA,62.03039134764553,0.0,0,33.78145555,-117.86536111
9IS8,GIBSON AREA HOSPITAL,GIBSON CITY,ILLINOIS,62.029504779714706,0.0,0,40.47965277,-88.36945
48MO,LIONS EMERGENCY EVAC,CALIFORNIA,MISSOURI,62.029504779714706,0.0,0,38.62735,-92.54053888
0CD5,PINON CANYON,TRINIDAD,COLORADO,62.02919260880098,0.0,0,37.49068333,-104.14412361
6K7,GRUNDY CENTER MUNI,GRUNDY CENTER,IOWA,62.029025225546526,0.0,0,42.35055972,-92.84161388
MS80,HASTING AIRPARK,BRUCE,MISSISSIPPI,62.02782745957563,0.0,0,34.00190555,-89.31509444
TN25,METHODIST HOSPITAL CENTRAL,MEMPHIS,TENNESSEE,62.02684438095541,0.0,0,35.13669722,-90.01808055
MO82,HOWARD,GORIN,MISSOURI,62.025732688190104,0.0,0,40.408925,-92.05684388
MO65,MISTY MEADOWS,KIRBYVILLE,MISSOURI,62.02540527759062,0.0,0,36.58339666,-93.10295583
3XS9,COMANCHE COUNTY CONSOLIDATED HOSPITAL DIST,COMANCHE,TEXAS,62.02299338887953,0.0,0,31.89627777,-98.60544444
TA41,UNIVERSITY MEDICAL CENTER,EL PASO,TEXAS,62.02299338887953,0.0,0,31.77164166,-106.43544722
1XS5,AUSTIN DIAGNOSTIC MEDICAL CENTER,AUSTIN,TEXAS,62.02299338887953,0.0,0,30.41291111,-97.70490555
78TS,SOUTH TEXAS EMERGENCY CARE FOUNDATION INC,HARLINGEN,TEXAS,62.02299338887953,0.0,0,26.168475,-97.66656944
FL65,GEORGE E WEEMS MEML HOSPITAL,APALACHICOLA,FLORIDA,62.01870239392681,0.0,0,29.72398888,-84.99220277
9FL9,HCA FLORIDA SUWANNEE EMERGENCY,LIVE OAK,FLORIDA,62.01870239392681,0.0,0,30.29133444,-83.00402027
04CA,GRAY BUTTE FLD,PALMDALE,CALIFORNIA,62.01793365021229,0.0,0,34.56664452,-117.67077219
VG19,SAWYER,NEW CHURCH,VIRGINIA,62.017376049485605,0.0,0,37.99067861,-75.59187111
MN05,JORDAN,BEMIDJI,MINNESOTA,62.01581140377026,0.0,0,47.59717527,-94.84693638
9IS7,BLACK HAWK,GENESEO,ILLINOIS,62.01255775509727,0.0,0,41.45559,-90.16817444
TA53,ROCKY TOP RANCH,BLANCO,TEXAS,62.01234690776362,0.0,0,30.13014444,-98.40914444
MO71,BLOCK AIR VILLAGE,HOLT,MISSOURI,62.00171356895326,0.0,0,39.463342,-94.41635
6TN8,VALLEY RGNL,CAMDEN,TENNESSEE,61.998521486851544,0.0,0,36.05461388,-88.10789444
2H5,HOUSTON FORT BEND,HOUSTON,TEXAS,61.997254592286275,0.0,0,29.49916666,-95.89838888
PS39,DOWNES,CLYMER,PENNSYLVANIA,61.99595004056561,0.0,0,40.62833333,-78.96027777
X44,MIAMI,MIAMI,FLORIDA,61.98641728728568,0.0,0,25.77833333,-80.17027777
SD68,FLYING T,HOT SPRINGS,SOUTH DAKOTA,61.98415448359631,0.0,0,43.38470083,-103.43103027
13TS,VAN ES RANCH,OILTON,TEXAS,61.98263219848307,0.0,0,27.45530694,-98.9264125
TTS,SPACE FLORIDA LAUNCH AND LANDING FACILITY,TITUSVILLE,FLORIDA,61.97699228783501,0.0,0,28.61488972,-80.69436888
57FL,LAKE KEYSTONE,ODESSA,FLORIDA,61.958675065792306,0.0,0,28.13594444,-82.593975
8MO2,LIBERTY HOSPITAL,LIBERTY,MISSOURI,61.957757405245715,0.0,0,39.27400277,-94.42444722
MU15,MADISON MEDICAL CENTER,FREDERICKTOWN,MISSOURI,61.957699990120084,0.0,0,37.55848888,-90.30387222
6IS9,ST JOSEPH MEDICAL CENTER,JOLIET,ILLINOIS,61.957699990120084,0.0,0,41.52911944,-88.13705
1MU9,NIELSENS MED EVAC,SAINT CHARLES,MISSOURI,61.957699990120084,0.0,0,38.93532666,-90.47650583
MU37,UNIVERSITY HOSPITALS & CLINICS,COLUMBIA,MISSOURI,61.957699990120084,0.0,0,38.93783333,-92.327975
MU05,ARCH,ST LOUIS,MISSOURI,61.957699990120084,0.0,0,38.62524444,-90.21326666
14IS,MARSHALL BROWNING HOSPITAL,DU QUOIN,ILLINOIS,61.957699990120084,0.0,0,38.02523611,-89.23701111
MU52,SSM HEALTH CARDINAL GLENNON CHILDRENS HOSPITAL,ST LOUIS,MISSOURI,61.957699990120084,0.0,0,38.62068333,-90.23993888
AZ96,HH SCOTTSDALE OSBORN,SCOTTSDALE,ARIZONA,61.95747468180087,0.0,0,33.48801388,-111.92239166
6TS9,MCP,PLANO,TEXAS,61.951188599284905,0.0,0,33.02243333,-96.76656458
TS66,LUBBOCK COVENANT MEDICAL CENTER,LUBBOCK,TEXAS,61.951188599284905,0.0,0,33.57686944,-101.89023055
TS58,DENTON RGNL MEDICAL CTR - FLOW CAMPUS,DENTON,TEXAS,61.951188599284905,0.0,0,33.178,-97.0926
5TX7,UT HEALTH EAST TEXAS TYLER RGNL HOSPITAL,TYLER,TEXAS,61.951188599284905,0.0,0,32.33778888,-95.29043888
TS42,BEXAR METRO 9-1-1 NETWORK,SAN ANTONIO,TEXAS,61.951188599284905,0.0,0,29.58213333,-98.58102222
7TX1,PROVIDENCE HEALTH CENTER,WACO,TEXAS,61.951188599284905,0.0,0,31.51406388,-97.20039444
8TX1,MEDICAL EMERGENCY GBC,GUN BARREL CITY,TEXAS,61.951188599284905,0.0,0,32.335525,-96.11638611
2XS0,COLUMBIA VALLEY RGNL,BROWNSVILLE,TEXAS,61.95030394144934,0.0,0,25.97783611,-97.51598888
7M7,PIGGOTT MUNI,PIGGOTT,ARKANSAS,61.94955923802826,0.0,0,36.37820555,-90.16624166
5AR1,TILLAR,TILLAR,ARKANSAS,61.94955923802826,0.0,0,33.71260722,-91.46123333
81TA,MASTERSON,MICO,TEXAS,61.94367879895784,0.0,0,29.55661777,-98.92947388
CA31,SANGER,SANGER,CALIFORNIA,61.9425152234721,0.0,0,36.73236111,-119.55444444
MT99,CCMH,RED LODGE,MONTANA,61.94002751217089,0.0,0,45.17741111,-109.253475
VA67,CARILION GILES COMMUNITY HOSPITAL,PEARISBURG,VIRGINIA,61.93968981446719,0.0,0,37.333875,-80.71264722
35VA,COMMUNITY MEML HOSPITAL,SOUTH HILL,VIRGINIA,61.93968981446719,0.0,0,36.75134722,-78.10476944
VG47,CARILION PATIENT TRANSPORTATION SERVICES,ROANOKE,VIRGINIA,61.93968981446719,0.0,0,37.25212222,-79.94949722
04VA,RUSSELL COUNTY MEDICAL CENTER,LEBANON,VIRGINIA,61.93968981446719,0.0,0,36.89825555,-82.07848333
41VA,STAFFORD HOSPITAL CENTER,STAFFORD,VIRGINIA,61.93968981446719,0.0,0,38.41444444,-77.40722222
VA47,ROCKINGHAM MEML HOSPITAL,HARRISONBURG,VIRGINIA,61.93968981446719,0.0,0,38.40533055,-78.85404166
36VA,CARILION WESTLAKE CENTER,HARDY,VIRGINIA,61.93968981446719,0.0,0,37.11595833,-79.71799166
1MT8,ST JAMES,BUTTE,MONTANA,61.93930694269509,0.0,0,46.00904166,-112.54437222
C80,NEW COALINGA MUNI,COALINGA,CALIFORNIA,61.93079714908129,0.0,0,36.16211111,-120.29483333
8OK9,NU-TECH ENERGY COMPANY,OKLAHOMA CITY,OKLAHOMA,61.92984393187392,0.0,0,35.45061583,-97.53503861
OR47,STRAUCH FLD,JUNCTION CITY,OREGON,61.929126932714034,0.0,0,44.18833333,-123.18944444
3GA6,ERLEN,WHITESBURG,GEORGIA,61.92818748532586,0.0,0,33.57055555,-84.89833333
NM77,MEML MEDICAL CENTER,LAS CRUCES,NEW MEXICO,61.92817352825125,0.0,0,32.29172222,-106.73538611
20FA,HCA FLORIDA ORANGE PARK HOSPITAL,ORANGE PARK,FLORIDA,61.92770294733136,0.0,0,30.16527777,-81.73625
9FD1,SACRED HEART HOSPITAL,PENSACOLA,FLORIDA,61.92770294733136,0.0,0,30.47448333,-87.21216666
0FL3,OLD TOWN EMS,OLD TOWN,FLORIDA,61.92770294733136,0.0,0,29.60327777,-82.98016111
31FD,FLORIDA STATE HOSPITAL,CHATTAHOOCHEE,FLORIDA,61.92770294733136,0.0,0,30.7063025,-84.84242027
FD56,INHOME MEDICAL LANDING,CRESCENT CITY,FLORIDA,61.92770294733136,0.0,0,29.44880555,-81.51410555
4FL6,ADVENT HEALTH DAYTONA BEACH,DAYTONA BEACH,FLORIDA,61.92770294733136,0.0,0,29.24373055,-81.10714722
45FD,BAPTIST MEDICAL CENTER/BEACHES,JACKSONVILLE BEACH,FLORIDA,61.92770294733136,0.0,0,30.27233888,-81.39763055
29FD,GADSDEN MEML HOSPITAL,QUINCY,FLORIDA,61.92770294733136,0.0,0,30.57047305,-84.54991083
0GA1,MUSTANG FLD,HARTWELL,GEORGIA,61.92706706230302,0.0,0,34.47788055,-82.89708722
GA80,WHISPERING PINES,CONYERS,GEORGIA,61.92706706230302,0.0,0,33.78233027,-83.98879972
99FA,HALIFAX HOSPITAL EMERGENCY HELOSTOP,DELTONA,FLORIDA,61.9268182894958,0.0,0,28.95838611,-81.25558888
12FD,HCA FLORIDA OSCEOLA HOSPITAL,KISSIMMEE,FLORIDA,61.9268182894958,0.0,0,28.29853611,-81.41024722
8FA7,VIERA HOSPITAL,MELBOURNE,FLORIDA,61.9268182894958,0.0,0,28.22677777,-80.73097222
27FL,ADVENTHEALTH WESLEY CHAPEL,WESLEY CHAPEL,FLORIDA,61.9268182894958,0.0,0,28.19470277,-82.35047222
1FL9,HENDRY COUNTY FIRE-EMS,LA BELLE,FLORIDA,61.9268182894958,0.0,0,26.74638888,-81.42861111
FD66,CAPE CORAL HOSPITAL,CAPE CORAL,FLORIDA,61.9268182894958,0.0,0,26.63840611,-81.94147666
FL45,MANATEE MEML HOSPITAL,BRADENTON,FLORIDA,61.9268182894958,0.0,0,27.49575555,-82.56255555
04FD,TAMPA GENERAL HOSPITAL BRANDON HEALTHPLEX,BRANDON,FLORIDA,61.9268182894958,0.0,0,27.92937222,-82.33698333
6FA6,NORTH BAY HOSPITAL,NEW PORT RICHEY,FLORIDA,61.9268182894958,0.0,0,28.25555555,-82.71388888
FD05,MARINERS HOSPITAL,TAVERNIER,FLORIDA,61.9268182894958,0.0,0,25.00691111,-80.52232777
3FD5,ARNOLD PALMER HOSPITAL,ORLANDO,FLORIDA,61.9268182894958,0.0,0,28.52312222,-81.38019166
FA75,ORLANDO VA MEDICAL CENTER,ORLANDO,FLORIDA,61.9268182894958,0.0,0,28.364,-81.27519166
49OR,LAND'S INN RANCH,DAYVILLE,OREGON,61.924907027552806,0.0,0,44.59375555,-119.56415111
E48,UPTON COUNTY,MC CAMEY,TEXAS,61.924518978065706,0.0,0,31.12514833,-102.225415
IA29,ALLEN MEML HOSPITAL,WATERLOO,IOWA,61.924251398480074,0.0,0,42.52549444,-92.33988055
53IN,HARTMAN FARMS FLD,KOKOMO,INDIANA,61.923891396291474,0.0,0,40.52142694,-86.21499472
OG53,WILDHORSE VALLEY,ANDREWS,OREGON,61.92283992425775,0.0,0,42.48794166,-118.60835555
MU48,SUNBURST RANCH,GAINESVILLE,MISSOURI,61.92229317001818,0.0,0,36.64839472,-92.22043527
WN28,HIRD,LIVINGSTON,WISCONSIN,61.92196637888033,0.0,0,42.90395833,-90.36391666
JY24,WEISS FARM,ALLAMUCHY,NEW JERSEY,61.91978695278205,0.0,0,40.91811666,-74.860625
IA83,KOHLHAAS,LIVERMORE,IOWA,61.91532892529912,0.0,0,42.9551125,-94.16749027
0FA0,DORAL RESORT & COUNTRY CLUB,MIAMI,FLORIDA,61.91524018622966,0.0,0,25.81736111,-80.34038888
73KS,PHILIP RANCH,HAYS,KANSAS,61.91387281593771,0.0,0,38.7805675,-99.22121083
VG09,STARBASE,CAPE CHARLES,VIRGINIA,61.91175900830428,0.0,0,37.22777777,-75.98333333
RI08,SOUTH COUNTY HOSPITAL,WAKEFIELD,RHODE ISLAND,61.91016211021301,0.0,0,41.430935,-71.49589083
0NY6,NEW YORK STATE POLICE,AUBURN,NEW YORK,61.906980382098915,0.0,0,42.92884444,-76.61572222
30AL,MED FLIGHT 2,DANVILLE,ALABAMA,61.90462533392979,0.0,0,34.373,-87.0805
03WN,AEROSTONE AIRFIELD,GOLDENDALE,WASHINGTON,61.902531231750665,0.0,0,45.87545447,-120.67232602
3ME7,DESTINY COVE,PERU,MAINE,61.89828192224406,0.0,0,44.46059722,-70.39695833
8FA4,COE FLD,SAMSULA,FLORIDA,61.89652935806249,0.0,0,29.01044444,-81.13247222
FL37,TREASURE COAST AIRPARK,PORT ST. LUCIE,FLORIDA,61.89652935806249,0.0,0,27.24086111,-80.48858333
58KS,BURGER'S VALLEY,SALINA,KANSAS,61.896037391878195,0.0,0,38.91832777,-97.70792222
1NK9,HUNTINGTON EMERGENCY HELISTOP,HUNTINGTON,NEW YORK,61.89357348557756,0.0,0,40.88398694,-73.42289777
75NK,UPSTATE MEDICAL UNIVERSITY HOSPITAL,SYRACUSE,NEW YORK,61.89137681457267,0.0,0,43.04232222,-76.13936111
2Y1,DRAKE,RADCLIFFE,IOWA,61.87949013343235,0.0,0,42.31751388,-93.4151625
88OH,CHIPPEWA FLD,WILLISTON,OHIO,61.8771780240631,0.0,0,41.60004861,-83.31659416
2OH0,BOHANNAN,KILBOURNE,OHIO,61.8771780240631,0.0,0,40.3455,-82.9405
5MS1,ROLLANG FLD,ROLLING FORK,MISSISSIPPI,61.87345226969589,0.0,0,32.95429333,-90.84593305
MS57,FRED NETTERVILLE LUMBER COMPANY/WILKINSON COMMNTY,WOODVILLE,MISSISSIPPI,61.87345226969589,0.0,0,31.22063611,-91.2456
MS37,WEST BOLIVAR FLYING SERVICE,BENOIT,MISSISSIPPI,61.87345226969589,0.0,0,33.65344583,-90.98899444
DC09,MEDSTAR GEORGETOWN UNIV HOSP HELISTOP,WASHINGTON,DIST. OF COLUMBIA,61.87100222408452,0.0,0,38.91057777,-77.07771111
AZ09,BIG CHINO AIRSTRIP,PAULDEN,ARIZONA,61.86957873615688,0.0,0,35.02784425,-112.67445777
23OK,MASH,LINDSAY,OKLAHOMA,61.86931527448177,0.0,0,34.83890277,-97.62691388
NY15,LAKEVILLE,LAKEVILLE,NEW YORK,61.86423841811949,0.0,0,42.82645194,-77.71444444
6NY3,AIRY-ACRES,INTERLAKEN,NEW YORK,61.86423841811949,0.0,0,42.64261944,-76.72884444
MS43,WHITAKER,VICKSBURG,MISSISSIPPI,61.860272325195744,0.0,0,32.55180527,-90.83038
MD21,ASHLAND LANDING FARM,CENTREVILLE,MARYLAND,61.85588161733107,0.0,0,39.11805555,-76.09638888
66VT,SYMON,SHOREHAM,VERMONT,61.855375765804595,0.0,0,43.88283333,-73.2865
0NJ6,DIX FLD,LINWOOD,NEW JERSEY,61.855375765804595,0.0,0,39.31678222,-74.63293583
40NJ,OSTERMAN,NESHANIC,NEW JERSEY,61.855375765804595,0.0,0,40.48621527,-74.73571666
08U,STEVENS-CROSBY,NORTH FORK,NEVADA,61.85241608436034,0.0,0,41.51575122,-115.85992069
SC81,ABBEVILLE,ABBEVILLE,SOUTH CAROLINA,61.849454832375336,0.0,0,34.15150638,-82.35373694
DE20,SPIRIT AIRPARK,TOWNSEND,DELAWARE,61.847386143934266,0.0,0,39.37361111,-75.74583333
9MD9,G W FARM,DENTON,MARYLAND,61.84706064462055,0.0,0,38.85195,-75.68928333
89NJ,STRAWBERRY FIELDS,MAYS LANDING,NEW JERSEY,61.8451730271449,0.0,0,39.48916666,-74.72361111
1MA0,BETH ISRAEL DEACONESS HOSPITAL-PLYMOUTH,PLYMOUTH,MASSACHUSETTS,61.843748894212794,0.0,0,41.94013611,-70.64717222
85MA,LAHEY HOSPITAL,BURLINGTON,MASSACHUSETTS,61.843748894212794,0.0,0,42.483675,-71.20570833
WS47,ST JOSEPH'S HOSPITAL,CHIPPEWA FALLS,WISCONSIN,61.8431160782074,0.0,0,44.94938611,-91.36053611
WI59,BURNETT MEDICAL CENTER,GRANTSBURG,WISCONSIN,61.8431160782074,0.0,0,45.77413888,-92.68628333
WS38,MAYO CLINIC HEALTH SYSTEM/EAU CLAIRE,EAU CLAIRE,WISCONSIN,61.8431160782074,0.0,0,44.81374013,-91.51210833
84WI,GUNDERSON LUTHERAN MEDICAL CENTER,LA CROSSE,WISCONSIN,61.8431160782074,0.0,0,43.79235194,-91.24590097
4WN6,BAY AREA MEDICAL CENTER,MARINETTE,WISCONSIN,61.8431160782074,0.0,0,45.06847222,-87.64747222
SC31,SPRINGS MEML,LANCASTER,SOUTH CAROLINA,61.84084430777448,0.0,0,34.71688611,-80.78913333
4MS9,PROVIDENCE AIRPARK,CANTON,MISSISSIPPI,61.84054128903151,0.0,0,32.66597222,-90.06763888
SC02,BEAUFORT COUNTY MEML HOSPITAL,BEAUFORT,SOUTH CAROLINA,61.84047067202273,0.0,0,32.416373,-80.686756
WS07,J B,WISCONSIN DELLS,WISCONSIN,61.83308195153911,0.0,0,43.62722944,-89.78506916
TE15,M & M LAND COMPANY,MENARD,TEXAS,61.83260574831577,0.0,0,30.89100805,-99.63256583
MU24,BRASS LANTERN AIRPARK,CEDARCREEK,MISSOURI,61.829503042571986,0.0,0,36.57173055,-93.03684305
LA72,IBERIA MEDICAL CENTER NORTH,NEW IBERIA,LOUISIANA,61.82237399102936,0.0,0,30.00640833,-91.79389444
31LA,IOTA VOLUNTEER FIRE DEPARTMENT,IOTA,LOUISIANA,61.82237399102936,0.0,0,30.32958333,-92.49702222
HLA,HUSLIA,HUSLIA,ALASKA,61.82040131656521,0.0,0,65.69786111,-156.35138888
1ND4,WALKINSHAW,ARGUSVILLE,NORTH DAKOTA,61.82008275938403,0.0,0,47.05830611,-97.01702944
MN91,REYNOLDS FLD,PRINCETON,MINNESOTA,61.819735230445005,0.0,0,45.53746444,-93.51412416
PN71,JANSEN VINEYARDS,RICHFIELD,PENNSYLVANIA,61.81883035248796,0.0,0,40.65002222,-77.0575
26MN,CHRISTIANSON FLD,HALSTAD,MINNESOTA,61.81804960051918,0.0,0,47.32997138,-96.78368888
35CO,LONE TREE RANCH,PUNKIN CENTER,COLORADO,61.81633191727607,0.0,0,38.882,-103.80896666
